timestamp,event,instId,side,price,sz,dip_pct,pnl,pnl_pct,detail
2026-08-07 04:34:01,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004595,0.2,-1.4583,0,0,buy=2 fib=1 x0.1usd
2026-08-07 04:34:07,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004614,0.4,-1.0508,0,0,buy=3 fib=2 x0.2usd
2026-08-07 04:37:03,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004616,0.6,-1.0079,0,0,buy=4 fib=3 x0.3usd
2026-08-07 04:42:10,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004581,1,-1.7585,0,0,buy=5 fib=5 x0.5usd
2026-08-07 04:42:14,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004572,1.7,-1.9515,0,0,buy=6 fib=8 x0.8usd
2026-08-07 04:45:51,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004572,2.8,-1.9515,0,0,buy=7 fib=13 x1.3usd
2026-08-07 04:49:07,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004584,4.5,-1.6942,0,0,buy=8 fib=21 x2.1usd
2026-08-07 09:53:55,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004626,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-07 09:54:04,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004626,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-07 09:54:13,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004626,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-07 09:54:22,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004626,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-07 11:38:50,CLOSED,SHIB-USDT-SWAP,LONG,0.000004637,8.4,0,-1.1405,-2.84,total_buys=8
2026-08-07 11:38:55,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004638,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-07 14:52:11,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004595,0.2,-1.0338,0,0,buy=1 fib=1 x0.1usd
2026-08-08 08:36:07,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004682,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-08 08:36:16,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004682,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-08 10:14:03,CLOSED,SHIB-USDT-SWAP,LONG,0.000004666,8.4,0,-0.8969,-2.24,total_buys=1
2026-08-08 10:14:08,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004666,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
